1408368150041,201,Created,text,true,http://localhost:8081/direct/session,2
1408368150083,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150163,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150222,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150255,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150290,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150317,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150352,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150382,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150416,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150450,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150483,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150516,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150552,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150587,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150618,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150654,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150694,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150723,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150743,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150760,400,Bad Request,text,false,http://localhost:8081/direct/user,8
1408368150779,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150798,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150817,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150836,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150853,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150870,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150889,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150911,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150929,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368150949,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150968,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368150988,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151009,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151031,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151050,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151073,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151095,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151115,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151135,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151157,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151178,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151198,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151219,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151237,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151258,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151279,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151299,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151319,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151340,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151359,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151378,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151397,400,Bad Request,text,false,http://localhost:8081/direct/user,5
1408368151415,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151435,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151456,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151476,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151495,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151514,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151533,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151551,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151572,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151591,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151610,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151629,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151647,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151667,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151684,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151705,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151724,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151745,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151764,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151782,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151804,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151823,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151839,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151859,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151877,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151892,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151912,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151931,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151947,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368151971,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368151996,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368152012,400,Bad Request,text,false,http://localhost:8081/direct/user,3
1408368152031,400,Bad Request,text,false,http://localhost:8081/direct/user,2
1408368152046,400,Bad Request,text,false,http://localhost:8081/direct/user,2
